Name,Twitter_username,Account_start_time,Account_ID,Sex,Birthplace,Birthday,Age,Instagram_username,Political_party,Surname
Levar Stoney,LevarStoney,2010-02-10 00:00:00+00:00,113191401,male,United States of America,1981-03-20 00:00:00+00:00,39.0,,Democratic,Stoney
Libby Schaaf,LibbySchaaf,2013-12-02 00:00:00+00:00,2227281840,female,United States of America,1965-11-12 00:00:00+00:00,55.0,libbyschaaf,Democratic,Schaaf
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Other,Hidalgo
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Other,Hidalgo
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Democratic,Hidalgo
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Democratic,Hidalgo
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Other,Hidalgo
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Other,Hidalgo
Lina Hidalgo,Lina4HC,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Democratic,Hidalgo
Lina Hidalgo,JudgeHidalgo,,,female,Colombia,1991-02-19 00:00:00+00:00,29.0,lina4hc,Democratic,Hidalgo
Lincoln Chafee,lincolnchafee,2009-11-13 00:00:00+00:00,89781370,male,United States of America,1953-03-26 00:00:00+00:00,67.0,lincchafee,Democratic,Chafee
Linda Coleman,LindaForNC,2012-02-10 00:00:00+00:00,488560862,female,United States of America,1949-07-12 00:00:00+00:00,71.0,,Democratic,Coleman
Linda McMahon,Linda_McMahon,2009-08-13 00:00:00+00:00,65522706,female,United States of America,1948-10-04 00:00:00+00:00,72.0,,Republican,McMahon
Linda McMahon,Linda_McMahon,2009-08-13 00:00:00+00:00,65522706,female,United States of America,1948-10-04 00:00:00+00:00,72.0,,Other,McMahon
Linda Sánchez,replindasanchez,2011-06-06 00:00:00+00:00,312134473,female,United States of America,1969-01-28 00:00:00+00:00,51.0,replindasanchez,Democratic,Sánchez
Lindsey Graham,LindseyGrahamSC,2011-12-09 00:00:00+00:00,432895323,male,United States of America,1955-07-09 00:00:00+00:00,65.0,lindseygrahamsc,Republican,Graham
Lisa Blunt Rochester,LisaBRochester,2015-10-26 00:00:00+00:00,4049197462,female,United States of America,1962-02-10 00:00:00+00:00,58.0,,Democratic,Rochester
Lisa Brown,lisa4congress,2019-03-26 00:00:00+00:00,1110437704230207488,female,United States of America,1956-10-09 00:00:00+00:00,64.0,,Democratic,Brown
Lisa Murkowski,lisamurkowski,2008-12-11 00:00:00+00:00,18061669,female,United States of America,1957-05-22 00:00:00+00:00,63.0,senlisamurkowski,Republican,Murkowski
Lisa P. Jackson,lisapjackson,2013-02-15 00:00:00+00:00,1182675871,female,United States of America,1962-02-08 00:00:00+00:00,58.0,,Democratic,Jackson
Liz Malia,replizmalia,,,female,United States of America,1949-09-30 00:00:00+00:00,71.0,,Democratic,Malia
Lizzie Pannill Fletcher,RepFletcher,2018-12-21 00:00:00+00:00,1075904377221722113,female,United States of America,1975-02-13 00:00:00+00:00,45.0,repfletcher,Democratic,Fletcher
Lloyd Doggett,RepLloydDoggett,2010-06-09 00:00:00+00:00,153944899,male,United States of America,1946-10-06 00:00:00+00:00,74.0,replloyddoggett,Democratic,Doggett
Lloyd Smucker,RepSmucker,2009-05-20 00:00:00+00:00,41417564,male,United States of America,1964-01-23 00:00:00+00:00,56.0,,Republican,Smucker
Lois Capps,RepLoisCapps,2011-05-04 00:00:00+00:00,292990703,female,United States of America,1938-01-10 00:00:00+00:00,82.0,,Democratic,Capps
Lois Frankel,RepLoisFrankel,2013-01-10 00:00:00+00:00,1077121945,female,United States of America,1948-05-17 00:00:00+00:00,72.0,reploisfrankel,Democratic,Frankel
London Breed,londonbreed,2014-12-12 00:00:00+00:00,2927379996,female,United States of America,1974-08-11 00:00:00+00:00,46.0,londonbreed,Democratic,Breed
Loretta Lynch,LorettaLynch,2017-01-30 00:00:00+00:00,826086636979122177,female,United States of America,1959-05-21 00:00:00+00:00,61.0,,Democratic,Lynch
Loretta Sanchez,LorettaSanchez,2010-01-25 00:00:00+00:00,108376246,female,United States of America,1960-01-07 00:00:00+00:00,60.0,,Democratic,Sanchez
Lori Ehrlich,RepLoriEhrlich,,,female,United States of America,1963-06-09 00:00:00+00:00,57.0,,Democratic,Ehrlich
Lori Lightfoot,LightfootForChi,,,female,United States of America,1962-08-04 00:00:00+00:00,58.0,lightfootforchi,Democratic,Lightfoot
Lori Trahan,RepLoriTrahan,2018-12-31 00:00:00+00:00,1079802482640019456,female,United States of America,1973-10-27 00:00:00+00:00,47.0,,Democratic,Trahan
Lorraine Cortés-Vázquez,LorraineCortesV,2011-07-27 00:00:00+00:00,343513430,female,United States of America,2000-01-01 00:00:00+00:00,20.0,,Democratic,Cortés-Vázquez
Lou Barletta,RepLouBarletta,2011-01-18 00:00:00+00:00,239871673,male,United States of America,1956-01-28 00:00:00+00:00,64.0,,Republican,Barletta
Lou Correa,reploucorrea,2017-01-02 00:00:00+00:00,815985039485837312,male,United States of America,1958-01-24 00:00:00+00:00,62.0,reploucorrea,Democratic,Correa
Lou Correa,reploucorrea,2017-01-02 00:00:00+00:00,815985039485837312,male,United States of America,1958-01-24 00:00:00+00:00,62.0,reploucorrea,Democratic,Correa
Lou Leon Guerrero,magahagaguam,,,female,United States of America,1950-11-08 00:00:00+00:00,70.0,,Other,Guerrero
Louie Gohmert,RepLouieGohmert,2009-02-26 00:00:00+00:00,22055226,male,United States of America,1953-08-18 00:00:00+00:00,67.0,replouiegohmert,Republican,Gohmert
Louise Lucas,SenLouiseLucas,2011-02-10 00:00:00+00:00,250185710,female,United States of America,1944-01-22 00:00:00+00:00,76.0,,Democratic,Lucas
Louise Slaughter,louiseslaughter,2009-08-05 00:00:00+00:00,63169388,female,United States of America,1929-08-14 00:00:00+00:00,91.0,louisemslaughter,Democratic,Slaughter
Lucille Roybal-Allard,RepRoybalAllard,2012-01-31 00:00:00+00:00,479872233,female,United States of America,1941-06-12 00:00:00+00:00,79.0,reproybalallard,Democratic,Roybal-Allard
Lucy McBath,RepLucyMcBath,2019-01-07 00:00:00+00:00,1082380458976051202,female,United States of America,1960-06-01 00:00:00+00:00,60.0,,Democratic,McBath
Luis Gutiérrez,LuisGutierrez,2011-06-22 00:00:00+00:00,322013313,male,United States of America,1953-12-10 00:00:00+00:00,66.0,,Democratic,Gutiérrez
Luke Messer,RepLukeMesser,,,male,United States of America,1969-02-27 00:00:00+00:00,51.0,,Republican,Messer
Luke Ravenstahl,luke_ravenstahl,,,male,United States of America,1980-02-06 00:00:00+00:00,40.0,,Democratic,Ravenstahl
Luke Torian,DelegateTorian,2017-09-25 00:00:00+00:00,912468145570504705,male,United States of America,1958-05-30 00:00:00+00:00,62.0,,Democratic,Torian
Lupe Valdez,LupeValdez,2012-06-13 00:00:00+00:00,607721548,female,United States of America,1947-10-11 00:00:00+00:00,73.0,,Democratic,Valdez
Luther Strange,SenatorStrange,2017-02-09 00:00:00+00:00,829794295355940866,male,United States of America,1953-03-01 00:00:00+00:00,67.0,,Republican,Strange
Lyda Krewson,LydaKrewson,,,female,United States of America,1953-01-13 00:00:00+00:00,67.0,lydakrewsonstl,Democratic,Krewson
Lyndon Carlson,RepCarlson,2017-02-28 00:00:00+00:00,836623463230156800,male,United States of America,1940-04-18 00:00:00+00:00,80.0,,Democratic,Carlson
Lyndon Carlson,RepCarlson,2017-02-28 00:00:00+00:00,836623463230156800,male,United States of America,1940-04-18 00:00:00+00:00,80.0,,Other,Carlson
Lynn Jenkins,RepLynnJenkins,,t2086248539,female,United States of America,1963-06-10 00:00:00+00:00,57.0,replynnjenkins,Republican,Jenkins
Lynn Westmoreland,RepWestmoreland,,t2086306000,male,United States of America,1950-04-02 00:00:00+00:00,70.0,,Republican,Westmoreland
Lynne Patton,LynnePattonHUD,2009-03-19 00:00:00+00:00,25413556,female,United States of America,1973-01-01 00:00:00+00:00,47.0,lynnepatton,Republican,Patton
Lynne Patton,LynnePatton,2009-03-19 00:00:00+00:00,25413556,female,United States of America,1973-01-01 00:00:00+00:00,47.0,lynnepatton,Republican,Patton
Lynne Patton,LynnePattonHUD,2017-01-31 00:00:00+00:00,826404252272693248,female,United States of America,1973-01-01 00:00:00+00:00,47.0,lynnepatton,Republican,Patton
Lynne Patton,LynnePatton,2017-01-31 00:00:00+00:00,826404252272693248,female,United States of America,1973-01-01 00:00:00+00:00,47.0,lynnepatton,Republican,Patton
Mac Schneider,mac4northdakota,2017-06-25 00:00:00+00:00,879127520423096320,male,United States of America,1979-03-27 00:00:00+00:00,41.0,,Democratic,Schneider
Mac Thornberry,MacTXPress,2011-09-21 00:00:00+00:00,377534571,male,United States of America,1958-07-15 00:00:00+00:00,62.0,,Republican,Thornberry
Macon Phillips,IIPCoordinator,2010-02-02 00:00:00+00:00,110823581,male,United States of America,1978-06-29 00:00:00+00:00,42.0,,Democratic,Phillips
Madeleine Albright,madeleine,2013-08-28 00:00:00+00:00,1707321486,female,Czech Republic,1937-05-15 00:00:00+00:00,83.0,,Democratic,Albright
Madeleine Dean,RepDean,2012-04-30 00:00:00+00:00,567508925,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine Dean,RepDean,2017-11-29 00:00:00+00:00,935717078966964228,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine Dean,RepDean,,t2103615748,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine Dean,MadeleineDean,2012-04-30 00:00:00+00:00,567508925,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine Dean,MadeleineDean,2017-11-29 00:00:00+00:00,935717078966964228,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine Dean,MadeleineDean,,t2103615748,female,United States of America,1959-06-06 00:00:00+00:00,61.0,,Democratic,Dean
Madeleine M. Kunin,MadeleineKunin,2012-01-16 00:00:00+00:00,465807944,female,Switzerland,1933-09-28 00:00:00+00:00,87.0,,Democratic,Kunin
Madeline Rogero,Mayorrogero,2011-12-14 00:00:00+00:00,437198530,female,United States of America,1952-07-26 00:00:00+00:00,68.0,,Democratic,Rogero
Madison Cawthorn,CawthornforNC,,,male,United States of America,1995-08-01 00:00:00+00:00,25.0,,Republican,Cawthorn
Maggie Hassan,maggie_hassan,2011-08-24 00:00:00+00:00,361569788,female,United States of America,1958-02-27 00:00:00+00:00,62.0,,Democratic,Hassan
Maggie Hassan,SenatorHassan,2011-08-24 00:00:00+00:00,361569788,female,United States of America,1958-02-27 00:00:00+00:00,62.0,,Democratic,Hassan
Maggie Hassan,maggie_hassan,2012-11-13 00:00:00+00:00,946549322,female,United States of America,1958-02-27 00:00:00+00:00,62.0,,Democratic,Hassan
Maggie Hassan,SenatorHassan,2012-11-13 00:00:00+00:00,946549322,female,United States of America,1958-02-27 00:00:00+00:00,62.0,,Democratic,Hassan
Mahlon Mitchell,MahlonMitchell,2011-07-11 00:00:00+00:00,333150431,male,United States of America,1977-02-24 00:00:00+00:00,43.0,,Democratic,Mitchell
Malcolm Smith,MalcSmitty,2010-03-06 00:00:00+00:00,120550155,male,United States of America,1956-08-09 00:00:00+00:00,64.0,,Democratic,Smith
Malia Cohen,MaliaCohen,2009-11-30 00:00:00+00:00,93744888,female,United States of America,1977-12-16 00:00:00+00:00,42.0,malia.cohen,Democratic,Cohen
Marc Elrich,Marc_Elrich,,,male,United States of America,1949-11-02 00:00:00+00:00,71.0,marc.elrich,Democratic,Elrich
Marc Miller,MarcMillerVM,2013-09-19 00:00:00+00:00,1882871270,male,Canada,1971-03-12 00:00:00+00:00,49.0,marcmillervillemarie,Other,Miller
Marc R. Pacheco,MarcRPacheco,,,male,United States of America,1952-10-29 00:00:00+00:00,68.0,,Democratic,Pacheco
Marc Veasey,RepVeasey,2013-01-09 00:00:00+00:00,1074129612,male,United States of America,1971-01-03 00:00:00+00:00,49.0,repveasey,Democratic,Veasey
Marcia Fudge,mlfudge,2010-06-08 00:00:00+00:00,153486399,female,United States of America,1952-10-29 00:00:00+00:00,68.0,repmarciafudge,Democratic,Fudge
Marcia Fudge,RepMarciaFudge,2010-06-08 00:00:00+00:00,153486399,female,United States of America,1952-10-29 00:00:00+00:00,68.0,repmarciafudge,Democratic,Fudge
Marcia Fudge,mlfudge,2009-01-09 00:00:00+00:00,18829123,female,United States of America,1952-10-29 00:00:00+00:00,68.0,repmarciafudge,Democratic,Fudge
Marcia Fudge,RepMarciaFudge,2009-01-09 00:00:00+00:00,18829123,female,United States of America,1952-10-29 00:00:00+00:00,68.0,repmarciafudge,Democratic,Fudge
Marco Rubio,marcorubio,2008-08-05 00:00:00+00:00,15745368,male,United States of America,1971-05-28 00:00:00+00:00,49.0,marcorubiofla,Republican,Rubio
Marcos Devers,MarcosDevers,,,male,Dominican Republic,1950-10-25 00:00:00+00:00,70.0,,Democratic,Devers
Marcus Molinaro,marcmolinaro,2008-11-24 00:00:00+00:00,17581393,male,United States of America,1975-10-08 00:00:00+00:00,45.0,marcmolinarony,Republican,Molinaro
Marcus Simon,marcussimon,2008-04-21 00:00:00+00:00,14466551,male,United States of America,1970-07-01 00:00:00+00:00,50.0,,Democratic,Simon
Marcy Kaptur,RepMarcyKaptur,2012-05-15 00:00:00+00:00,581141508,female,United States of America,1946-06-17 00:00:00+00:00,74.0,repmarcykaptur,Democratic,Kaptur
Margaret Ransone,MargaretRansone,2014-08-19 00:00:00+00:00,2746183652,female,United States of America,1973-04-24 00:00:00+00:00,47.0,,Republican,Ransone
Maria Cantwell,SenatorCantwell,2010-02-25 00:00:00+00:00,117501995,female,United States of America,1958-10-13 00:00:00+00:00,62.0,,Democratic,Cantwell
Maria Chappelle-Nadal,MariaChappelleN,2009-10-16 00:00:00+00:00,83039463,female,United States of America,1974-10-03 00:00:00+00:00,46.0,,Democratic,Chappelle-Nadal
Maria Walsh,MariaWalshEU,2015-06-29 00:00:00+00:00,3350861938,female,United States of America,1987-06-11 00:00:00+00:00,33.0,honorawalsh,Other,Walsh
Maria Walsh,MariaWalshEU,2015-06-29 00:00:00+00:00,3350861938,female,United States of America,1987-06-11 00:00:00+00:00,33.0,mariawalsheu,Other,Walsh
Marianne Williamson,marwilliamson,2009-02-21 00:00:00+00:00,21522338,female,United States of America,1952-07-08 00:00:00+00:00,68.0,mariannewilliamson,Democratic,Williamson
Mariannette Miller-Meeks,millermeeks,2008-12-14 00:00:00+00:00,18131106,female,United States of America,1955-09-06 00:00:00+00:00,65.0,,Other,Miller-Meeks
Marie Waldron,MarieWaldron75,2009-02-04 00:00:00+00:00,20078631,female,United States of America,1960-03-28 00:00:00+00:00,60.0,,Republican,Waldron
Marie Waldron,MarieWaldron75,2009-02-04 00:00:00+00:00,20078631,female,United States of America,1960-03-28 00:00:00+00:00,60.0,,Other,Waldron
Mario Díaz-Balart,MarioDB,2009-05-01 00:00:00+00:00,37094727,male,United States of America,1961-09-25 00:00:00+00:00,59.0,repmariodb,Republican,Díaz-Balart
Mario Díaz-Balart,MarioDB,2009-05-01 00:00:00+00:00,37094727,male,United States of America,1961-09-25 00:00:00+00:00,59.0,repmariodb,Democratic,Díaz-Balart
Mark Amodei,MarkAmodeiNV2,2011-11-01 00:00:00+00:00,402719755,male,United States of America,1958-06-12 00:00:00+00:00,62.0,markamodeinv2,Republican,Amodei
Mark Begich,MarkBegich,2008-04-10 00:00:00+00:00,14354562,male,United States of America,1962-03-30 00:00:00+00:00,58.0,,Democratic,Begich
Mark Cole,MarkColeVA,2013-08-27 00:00:00+00:00,1706107621,male,United States of America,1958-06-06 00:00:00+00:00,62.0,,Republican,Cole
Mark D. Sickles,MarkSicklesVA,2008-12-03 00:00:00+00:00,17846914,male,United States of America,1957-02-18 00:00:00+00:00,63.0,,Democratic,Sickles
Mark Dayton,govmarkdayton,2010-11-16 00:00:00+00:00,216481299,male,United States of America,1947-01-26 00:00:00+00:00,73.0,,Democratic,Dayton
Mark Dayton,govmarkdayton,2010-11-16 00:00:00+00:00,216481299,male,United States of America,1947-01-26 00:00:00+00:00,73.0,,Other,Dayton
Mark DeSaulnier,RepDeSaulnier,2015-01-08 00:00:00+00:00,2968007206,male,United States of America,1952-03-31 00:00:00+00:00,68.0,repdesaulnier,Republican,DeSaulnier
Mark DeSaulnier,RepDeSaulnier,2015-01-08 00:00:00+00:00,2968007206,male,United States of America,1952-03-31 00:00:00+00:00,68.0,repdesaulnier,Democratic,DeSaulnier
Mark DeSaulnier,RepDeSaulnier,2015-01-08 00:00:00+00:00,2968007206,male,United States of America,1952-03-31 00:00:00+00:00,68.0,repdesaulnier,Other,DeSaulnier
Mark Everson,markforamerica,2015-01-25 00:00:00+00:00,2998799499,male,United States of America,1954-09-10 00:00:00+00:00,66.0,markforamerica,Republican,Everson
Mark Farrell,MarkFarrellSF,2009-02-23 00:00:00+00:00,21719692,male,United States of America,1974-03-15 00:00:00+00:00,46.0,,Democratic,Farrell
Mark Green,RepMarkGreen,2019-01-02 00:00:00+00:00,1080477288955826176,male,United States of America,1964-11-08 00:00:00+00:00,56.0,,Republican,Green
Mark Harris,markharrisnc9,2013-09-19 00:00:00+00:00,1884515737,male,United States of America,1966-04-24 00:00:00+00:00,54.0,,Republican,Harris
Mark Hutchison,Hutch4Nevada,2012-01-10 00:00:00+00:00,460768322,male,United States of America,1963-05-05 00:00:00+00:00,57.0,,Republican,Hutchison
Mark Johnson,Rep_MarkJohnson,2010-04-08 00:00:00+00:00,130926441,male,United States of America,1957-01-01 00:00:00+00:00,63.0,,Republican,Johnson
Mark Keam,MarkKeam,2008-09-03 00:00:00+00:00,16118322,male,South Korea,1966-05-10 00:00:00+00:00,54.0,,Democratic,Keam
Mark Kelly,CaptMarkKelly,,,male,United States of America,1964-02-21 00:00:00+00:00,56.0,shuttlecdrkelly,Democratic,Kelly
Mark Kelly,CaptMarkKelly,,,male,United States of America,1964-02-21 00:00:00+00:00,56.0,shuttlecdrkelly,Democratic,Kelly
Mark Kirk,SenatorKirk,2010-11-03 00:00:00+00:00,211588974,male,United States of America,1959-09-15 00:00:00+00:00,61.0,senatorkirk,Republican,Kirk
Mark Leno,MarkLeno,2009-04-13 00:00:00+00:00,31035182,male,United States of America,1951-09-24 00:00:00+00:00,69.0,marklenoformayor,Democratic,Leno
Mark Mallory,mayormallory,2009-03-07 00:00:00+00:00,23250787,male,United States of America,1962-04-02 00:00:00+00:00,58.0,,Democratic,Mallory
Mark Pocan,RepMarkPocan,2013-02-21 00:00:00+00:00,1206227149,male,United States of America,1964-08-14 00:00:00+00:00,56.0,repmarkpocan,Democratic,Pocan
Mark Randall Meadows,RepMarkMeadows,2018-03-17 00:00:00+00:00,975198558461800449,male,France,1959-07-28 00:00:00+00:00,61.0,repmarkmeadows,Republican,Meadows
Mark Romanchuk,RepRomanchuk,,,male,United States of America,1962-09-22 00:00:00+00:00,58.0,,Republican,Romanchuk
Mark Rozzi,RepRozzi,2012-11-28 00:00:00+00:00,976513639,male,United States of America,1971-04-30 00:00:00+00:00,49.0,,Democratic,Rozzi
Mark Sanford,RepSanfordSC,2013-06-11 00:00:00+00:00,1499993378,male,United States of America,1960-05-28 00:00:00+00:00,60.0,marksanford,Republican,Sanford
Mark Smith,marksmithiowa,2013-09-11 00:00:00+00:00,1854639792,male,United States of America,1952-01-05 00:00:00+00:00,68.0,,Democratic,Smith
Mark Smith,marksmithiowa,2013-09-11 00:00:00+00:00,1854639792,male,United States of America,1952-01-05 00:00:00+00:00,68.0,,Other,Smith
Mark Takai,RepMarkTakai,2015-01-12 00:00:00+00:00,2975350155,male,United States of America,1967-07-01 00:00:00+00:00,53.0,repmarktakai,Democratic,Takai
